,player,position,position_id,date,team,opp,score,fpts,min,starts
0,Vicente Guaita,G,1,Apr 1,CRY,LEI,W 2-1,4.5,90,1
1,Vicente Guaita,G,1,Mar 11,CRY,MCI,L 0-1,8.0,90,1
2,Vicente Guaita,G,1,Mar 4,CRY,@AVL,L 0-1,4.5,90,1
3,Vicente Guaita,G,1,Feb 25,CRY,LIV,T 0-0,18.0,90,1
4,Vicente Guaita,G,1,Feb 18,CRY,@BRF,T 1-1,11.0,90,1
5,Vicente Guaita,G,1,Feb 11,CRY,BHA,T 1-1,12.5,90,1
6,Vicente Guaita,G,1,Feb 4,CRY,@MUN,L 1-2,7.0,90,1
7,Vicente Guaita,G,1,Jan 21,CRY,NEW,T 0-0,24.0,90,1
8,Vicente Guaita,G,1,Jan 18,CRY,MUN,T 1-1,9.0,90,1
9,Vicente Guaita,G,1,Jan 15,CRY,@CHE,L 0-1,11.5,90,1
10,Vicente Guaita,G,1,Jan 4,CRY,TOT,L 0-4,4.5,90,1
11,Vicente Guaita,G,1,Dec 31,CRY,@BOU,W 2-0,16.0,90,1
12,Vicente Guaita,G,1,Dec 26,CRY,FUL,L 0-3,13.0,90,1
13,Vicente Guaita,G,1,Nov 12,CRY,@NOT,L 0-1,6.5,90,1
14,Vicente Guaita,G,1,Nov 6,CRY,@WHU,W 2-1,4.5,90,1
15,Vicente Guaita,G,1,Oct 29,CRY,SOU,W 1-0,20.5,90,1
16,Vicente Guaita,G,1,Oct 22,CRY,@EVE,L 0-3,7.0,90,1
17,Vicente Guaita,G,1,Oct 18,CRY,WOL,W 2-1,7.5,90,1
18,Vicente Guaita,G,1,Oct 15,CRY,@LEI,T 0-0,24.5,90,1
19,Vicente Guaita,G,1,Oct 9,CRY,LEE,W 2-1,8.5,90,1
20,Vicente Guaita,G,1,Oct 1,CRY,CHE,L 1-2,5.0,90,1
21,Vicente Guaita,G,1,Sep 3,CRY,@NEW,T 0-0,20.0,90,1
22,Vicente Guaita,G,1,Aug 30,CRY,BRF,T 1-1,6.0,90,1
23,Vicente Guaita,G,1,Aug 27,CRY,@MCI,L 2-4,4.0,90,1
24,Vicente Guaita,G,1,Aug 20,CRY,AVL,W 3-1,9.0,90,1
25,Vicente Guaita,G,1,Aug 15,CRY,@LIV,T 1-1,6.0,90,1
26,Vicente Guaita,G,1,Aug 5,CRY,ARS,L 0-2,4.5,90,1
27,Sam Johnstone,G,1,May 28,CRY,NOT,T 1-1,8.0,90,1
