,player,position,position_id,date,team,opp,score,fpts,min,starts
0,Emiliano Martinez,G,1,May 28,AVL,BHA,W 2-1,7.5,90,1
1,Emiliano Martinez,G,1,May 20,AVL,@LIV,T 1-1,9.5,90,1
2,Emiliano Martinez,G,1,May 13,AVL,TOT,W 2-1,4.5,90,1
3,Emiliano Martinez,G,1,May 6,AVL,@WOL,L 0-1,4.5,90,1
4,Emiliano Martinez,G,1,Apr 30,AVL,@MUN,L 0-1,12.5,90,1
5,Emiliano Martinez,G,1,Apr 25,AVL,FUL,W 1-0,11.0,90,1
6,Emiliano Martinez,G,1,Apr 22,AVL,@BRF,T 1-1,5.0,45,1
7,Emiliano Martinez,G,1,Apr 15,AVL,NEW,W 3-0,15.5,90,1
8,Emiliano Martinez,G,1,Apr 8,AVL,NOT,W 2-0,19.5,90,1
9,Emiliano Martinez,G,1,Apr 4,AVL,@LEI,W 2-1,8.0,90,1
10,Emiliano Martinez,G,1,Apr 1,AVL,@CHE,W 2-0,23.5,90,1
11,Emiliano Martinez,G,1,Mar 18,AVL,BOU,W 3-0,17.0,90,1
12,Emiliano Martinez,G,1,Mar 12,AVL,@WHU,T 1-1,10.0,90,1
13,Emiliano Martinez,G,1,Mar 4,AVL,CRY,W 1-0,12.5,90,1
14,Emiliano Martinez,G,1,Feb 25,AVL,@EVE,W 2-0,16.0,90,1
15,Emiliano Martinez,G,1,Feb 18,AVL,ARS,L 2-4,4.0,90,1
16,Emiliano Martinez,G,1,Feb 12,AVL,@MCI,L 1-3,10.5,90,1
17,Emiliano Martinez,G,1,Feb 4,AVL,LEI,L 2-4,3.0,90,1
18,Emiliano Martinez,G,1,Jan 21,AVL,@SOU,W 1-0,21.0,90,1
19,Emiliano Martinez,G,1,Jan 13,AVL,LEE,W 2-1,4.0,90,1
20,Emiliano Martinez,G,1,Jan 4,AVL,WOL,T 1-1,7.0,90,1
21,Emiliano Martinez,G,1,Nov 13,AVL,@BHA,W 2-1,5.5,90,1
22,Emiliano Martinez,G,1,Nov 6,AVL,MUN,W 3-1,5.5,90,1
23,Emiliano Martinez,G,1,Oct 29,AVL,@NEW,L 0-4,2.5,34,1
24,Emiliano Martinez,G,1,Oct 23,AVL,BRF,W 4-0,19.5,90,1
25,Emiliano Martinez,G,1,Oct 20,AVL,@FUL,L 0-3,11.0,90,1
26,Emiliano Martinez,G,1,Oct 16,AVL,CHE,L 0-2,5.5,90,1
27,Emiliano Martinez,G,1,Oct 10,AVL,@NOT,T 1-1,6.0,90,1
28,Emiliano Martinez,G,1,Oct 2,AVL,@LEE,T 0-0,14.0,90,1
29,Emiliano Martinez,G,1,Sep 16,AVL,SOU,W 1-0,13.5,90,1
30,Emiliano Martinez,G,1,Sep 3,AVL,MCI,T 1-1,7.5,90,1
31,Emiliano Martinez,G,1,Aug 31,AVL,@ARS,L 1-2,14.0,90,1
32,Emiliano Martinez,G,1,Aug 28,AVL,WHU,L 0-1,4.5,90,1
33,Emiliano Martinez,G,1,Aug 20,AVL,@CRY,L 1-3,16.0,90,1
34,Emiliano Martinez,G,1,Aug 13,AVL,EVE,W 2-1,9.5,90,1
35,Emiliano Martinez,G,1,Aug 6,AVL,@BOU,L 0-2,6.0,90,1
36,Robin Olsen,G,1,Apr 22,AVL,@BRF,T 1-1,5.0,45,0
37,Robin Olsen,G,1,Jan 1,AVL,@TOT,W 2-0,13.5,90,1
38,Robin Olsen,G,1,Dec 26,AVL,LIV,L 1-3,11.5,90,1
39,Robin Olsen,G,1,Oct 29,AVL,@NEW,L 0-4,4.0,54,0
40,Matty Cash,D,2,May 28,AVL,BHA,W 2-1,5.0,90,1
41,Matty Cash,D,2,May 20,AVL,@LIV,T 1-1,10.55,90,1
42,Matty Cash,D,2,May 13,AVL,TOT,W 2-1,0.5,1,0
43,Matty Cash,D,2,Mar 18,AVL,BOU,W 3-0,21.05,90,1
44,Matty Cash,D,2,Mar 12,AVL,@WHU,T 1-1,5.3,79,1
45,Matty Cash,D,2,Mar 4,AVL,CRY,W 1-0,20.1,90,1
46,Matty Cash,D,2,Feb 25,AVL,@EVE,W 2-0,17.25,90,1
47,Matty Cash,D,2,Feb 18,AVL,ARS,L 2-4,13.95,90,1
48,Matty Cash,D,2,Feb 12,AVL,@MCI,L 1-3,1.45,13,0
49,Matty Cash,D,2,Feb 4,AVL,LEI,L 2-4,2.5,30,0
50,Matty Cash,D,2,Jan 21,AVL,@SOU,W 1-0,2.25,8,0
51,Matty Cash,D,2,Jan 4,AVL,WOL,T 1-1,9.45,90,1
52,Matty Cash,D,2,Jan 1,AVL,@TOT,W 2-0,3.75,23,0
53,Matty Cash,D,2,Nov 13,AVL,@BHA,W 2-1,6.55,90,1
54,Matty Cash,D,2,Nov 6,AVL,MUN,W 3-1,8.1,90,1
55,Matty Cash,D,2,Oct 29,AVL,@NEW,L 0-4,5.85,68,1
56,Matty Cash,D,2,Oct 23,AVL,BRF,W 4-0,14.7,80,1
57,Matty Cash,D,2,Oct 20,AVL,@FUL,L 0-3,1.7,45,0
58,Matty Cash,D,2,Oct 16,AVL,CHE,L 0-2,11.0,90,1
59,Matty Cash,D,2,Oct 10,AVL,@NOT,T 1-1,9.0,90,1
60,Matty Cash,D,2,Sep 3,AVL,MCI,T 1-1,-0.5,26,1
61,Matty Cash,D,2,Aug 31,AVL,@ARS,L 1-2,6.7,90,1
62,Matty Cash,D,2,Aug 28,AVL,WHU,L 0-1,7.55,90,1
63,Matty Cash,D,2,Aug 20,AVL,@CRY,L 1-3,11.75,90,1
64,Matty Cash,D,2,Aug 13,AVL,EVE,W 2-1,8.1,88,1
65,Matty Cash,D,2,Aug 6,AVL,@BOU,L 0-2,8.35,90,1
66,Calum Chambers,D,2,Apr 30,AVL,@MUN,L 0-1,1.5,25,0
67,Calum Chambers,D,2,Apr 25,AVL,FUL,W 1-0,1.2,4,0
68,Calum Chambers,D,2,Apr 22,AVL,@BRF,T 1-1,2.95,23,0
69,Calum Chambers,D,2,Apr 15,AVL,NEW,W 3-0,1.35,4,0
70,Calum Chambers,D,2,Apr 4,AVL,@LEI,W 2-1,1.0,4,0
71,Calum Chambers,D,2,Apr 1,AVL,@CHE,W 2-0,4.95,45,0
72,Calum Chambers,D,2,Mar 18,AVL,BOU,W 3-0,0.5,1,0
73,Calum Chambers,D,2,Mar 12,AVL,@WHU,T 1-1,1.0,4,0
