,player,position,position_id,date,team,opp,score,fpts,min,starts
0,Aaron Ramsdale,G,1,Mar 9,ARS,BRF,W 2-1,7.5,90,1
1,Aaron Ramsdale,G,1,Nov 25,ARS,@BRF,W 1-0,14.0,90,1
2,Aaron Ramsdale,G,1,Sep 3,ARS,MUN,W 3-1,4.5,90,1
3,Aaron Ramsdale,G,1,Aug 26,ARS,FUL,T 2-2,4.0,90,1
4,Aaron Ramsdale,G,1,Aug 21,ARS,@CRY,W 1-0,15.5,90,1
5,Aaron Ramsdale,G,1,Aug 12,ARS,NOT,W 2-1,5.0,90,1
6,David Raya,G,1,May 19,ARS,EVE,W 2-1,4.5,90,1
7,David Raya,G,1,May 12,ARS,@MUN,W 1-0,14.0,90,1
8,David Raya,G,1,May 4,ARS,BOU,W 3-0,15.5,90,1
9,David Raya,G,1,Apr 28,ARS,@TOT,W 3-2,3.5,90,1
10,David Raya,G,1,Apr 23,ARS,CHE,W 5-0,13.5,90,1
11,David Raya,G,1,Apr 20,ARS,@WOL,W 2-0,17.5,90,1
12,David Raya,G,1,Apr 14,ARS,AVL,L 0-2,2.5,90,1
13,David Raya,G,1,Apr 6,ARS,@BHA,W 3-0,15.0,90,1
14,David Raya,G,1,Apr 3,ARS,LUT,W 2-0,13.5,90,1
15,David Raya,G,1,Mar 31,ARS,@MCI,T 0-0,11.5,90,1
16,David Raya,G,1,Mar 4,ARS,@SHU,W 6-0,12.0,90,1
17,David Raya,G,1,Feb 24,ARS,NEW,W 4-1,5.5,90,1
18,David Raya,G,1,Feb 17,ARS,@BUR,W 5-0,12.5,90,1
19,David Raya,G,1,Feb 11,ARS,@WHU,W 6-0,13.5,90,1
20,David Raya,G,1,Feb 4,ARS,LIV,W 3-1,6.0,90,1
21,David Raya,G,1,Jan 30,ARS,@NOT,W 2-1,7.5,90,1
22,David Raya,G,1,Jan 20,ARS,CRY,W 5-0,19.5,90,1
23,David Raya,G,1,Dec 31,ARS,@FUL,L 1-2,5.5,90,1
24,David Raya,G,1,Dec 28,ARS,WHU,L 0-2,9.0,90,1
25,David Raya,G,1,Dec 23,ARS,@LIV,T 1-1,6.0,90,1
26,David Raya,G,1,Dec 17,ARS,BHA,W 2-0,13.5,90,1
27,David Raya,G,1,Dec 9,ARS,@AVL,L 0-1,6.0,90,1
28,David Raya,G,1,Dec 5,ARS,@LUT,W 4-3,3.5,90,1
29,David Raya,G,1,Dec 2,ARS,WOL,W 2-1,6.0,90,1
30,David Raya,G,1,Nov 11,ARS,BUR,W 3-1,9.0,90,1
31,David Raya,G,1,Nov 4,ARS,@NEW,L 0-1,3.5,90,1
32,David Raya,G,1,Oct 28,ARS,SHU,W 5-0,12.0,90,1
33,David Raya,G,1,Oct 21,ARS,@CHE,T 2-2,7.0,90,1
34,David Raya,G,1,Oct 8,ARS,MCI,W 1-0,12.5,90,1
35,David Raya,G,1,Sep 30,ARS,@BOU,W 4-0,15.0,90,1
36,David Raya,G,1,Sep 24,ARS,TOT,T 2-2,7.5,90,1
37,David Raya,G,1,Sep 17,ARS,@EVE,W 1-0,14.0,90,1
38,Takehiro Tomiyasu,D,2,May 19,ARS,EVE,W 2-1,18.7,90,1
39,Takehiro Tomiyasu,D,2,May 12,ARS,@MUN,W 1-0,13.45,90,1
40,Takehiro Tomiyasu,D,2,May 4,ARS,BOU,W 3-0,18.4,90,1
41,Takehiro Tomiyasu,D,2,Apr 28,ARS,@TOT,W 3-2,7.0,90,1
42,Takehiro Tomiyasu,D,2,Apr 23,ARS,CHE,W 5-0,16.6,71,1
43,Takehiro Tomiyasu,D,2,Apr 14,ARS,AVL,L 0-2,1.35,22,0
44,Takehiro Tomiyasu,D,2,Apr 6,ARS,@BHA,W 3-0,1.0,17,0
45,Takehiro Tomiyasu,D,2,Apr 3,ARS,LUT,W 2-0,1.25,15,0
46,Takehiro Tomiyasu,D,2,Mar 31,ARS,@MCI,T 0-0,3.45,23,0
47,Takehiro Tomiyasu,D,2,Dec 31,ARS,@FUL,L 1-2,5.95,45,0
48,Takehiro Tomiyasu,D,2,Dec 2,ARS,WOL,W 2-1,21.5,78,1
49,Takehiro Tomiyasu,D,2,Nov 25,ARS,@BRF,W 1-0,15.65,90,1
50,Takehiro Tomiyasu,D,2,Nov 11,ARS,BUR,W 3-1,7.8,90,1
51,Takehiro Tomiyasu,D,2,Nov 4,ARS,@NEW,L 0-1,6.95,90,1
52,Takehiro Tomiyasu,D,2,Oct 28,ARS,SHU,W 5-0,13.1,23,0
53,Takehiro Tomiyasu,D,2,Oct 21,ARS,@CHE,T 2-2,4.35,45,0
54,Takehiro Tomiyasu,D,2,Oct 8,ARS,MCI,W 1-0,1.0,14,0
55,Takehiro Tomiyasu,D,2,Sep 30,ARS,@BOU,W 4-0,1.1,20,0
56,Takehiro Tomiyasu,D,2,Sep 17,ARS,@EVE,W 1-0,1.85,9,0
57,Takehiro Tomiyasu,D,2,Sep 3,ARS,MUN,W 3-1,1.5,13,0
58,Takehiro Tomiyasu,D,2,Aug 21,ARS,@CRY,W 1-0,10.5,66,1
59,Takehiro Tomiyasu,D,2,Aug 12,ARS,NOT,W 2-1,4.05,39,0
60,Ben White,D,2,May 19,ARS,EVE,W 2-1,5.75,68,1
61,Ben White,D,2,May 12,ARS,@MUN,W 1-0,18.6,90,1
