,player,position,position_id,date,team,opp,score,fpts,min,starts
0,Andre Onana,G,1,May 19,MUN,@BHA,W 2-0,15.0,90,1
1,Andre Onana,G,1,May 15,MUN,NEW,W 3-2,11.0,90,1
2,Andre Onana,G,1,May 12,MUN,ARS,L 0-1,10.5,90,1
3,Andre Onana,G,1,May 6,MUN,@CRY,L 0-4,11.0,90,1
4,Andre Onana,G,1,Apr 27,MUN,BUR,T 1-1,12.5,90,1
5,Andre Onana,G,1,Apr 24,MUN,SHU,W 4-2,5.5,90,1
6,Andre Onana,G,1,Apr 13,MUN,@BOU,T 2-2,7.0,90,1
7,Andre Onana,G,1,Apr 7,MUN,LIV,T 2-2,9.5,90,1
8,Andre Onana,G,1,Apr 4,MUN,@CHE,L 3-4,11.0,90,1
9,Andre Onana,G,1,Mar 30,MUN,@BRF,T 1-1,11.5,90,1
10,Andre Onana,G,1,Mar 9,MUN,EVE,W 2-0,23.5,90,1
11,Andre Onana,G,1,Mar 3,MUN,@MCI,L 1-3,13.0,90,1
12,Andre Onana,G,1,Feb 24,MUN,FUL,L 1-2,7.5,90,1
13,Andre Onana,G,1,Feb 18,MUN,@LUT,W 2-1,7.5,90,1
14,Andre Onana,G,1,Feb 11,MUN,@AVL,W 2-1,16.5,90,1
15,Andre Onana,G,1,Feb 4,MUN,WHU,W 3-0,18.5,90,1
16,Andre Onana,G,1,Feb 1,MUN,@WOL,W 4-3,5.5,90,1
17,Andre Onana,G,1,Jan 14,MUN,TOT,T 2-2,7.0,90,1
18,Andre Onana,G,1,Dec 30,MUN,@NOT,L 1-2,3.0,90,1
19,Andre Onana,G,1,Dec 26,MUN,AVL,W 3-2,9.0,90,1
20,Andre Onana,G,1,Dec 23,MUN,@WHU,L 0-2,7.5,90,1
21,Andre Onana,G,1,Dec 17,MUN,@LIV,T 0-0,25.0,90,1
22,Andre Onana,G,1,Dec 9,MUN,BOU,L 0-3,3.5,90,1
23,Andre Onana,G,1,Dec 6,MUN,CHE,W 2-1,6.0,90,1
24,Andre Onana,G,1,Dec 2,MUN,@NEW,L 0-1,11.5,90,1
25,Andre Onana,G,1,Nov 26,MUN,@EVE,W 3-0,23.5,90,1
26,Andre Onana,G,1,Nov 11,MUN,LUT,W 1-0,18.0,90,1
27,Andre Onana,G,1,Nov 4,MUN,@FUL,W 1-0,15.0,90,1
28,Andre Onana,G,1,Oct 29,MUN,MCI,L 0-3,11.0,90,1
29,Andre Onana,G,1,Oct 21,MUN,@SHU,W 2-1,10.5,90,1
30,Andre Onana,G,1,Oct 7,MUN,BRF,W 2-1,6.0,90,1
31,Andre Onana,G,1,Sep 30,MUN,CRY,L 0-1,4.5,90,1
32,Andre Onana,G,1,Sep 23,MUN,@BUR,W 1-0,18.0,90,1
33,Andre Onana,G,1,Sep 16,MUN,BHA,L 1-3,9.5,90,1
34,Andre Onana,G,1,Sep 3,MUN,@ARS,L 1-3,4.5,90,1
35,Andre Onana,G,1,Aug 26,MUN,NOT,W 3-2,3.5,90,1
36,Andre Onana,G,1,Aug 19,MUN,@TOT,L 0-2,11.0,90,1
37,Andre Onana,G,1,Aug 14,MUN,WOL,W 1-0,22.0,90,1
38,Diogo Dalot,D,2,May 19,MUN,@BHA,W 2-0,27.85,90,1
39,Diogo Dalot,D,2,May 15,MUN,NEW,W 3-2,7.3,90,1
40,Diogo Dalot,D,2,May 12,MUN,ARS,L 0-1,11.8,90,1
41,Diogo Dalot,D,2,May 6,MUN,@CRY,L 0-4,4.9,90,1
42,Diogo Dalot,D,2,Apr 27,MUN,BUR,T 1-1,6.05,90,1
43,Diogo Dalot,D,2,Apr 24,MUN,SHU,W 4-2,9.75,90,1
44,Diogo Dalot,D,2,Apr 13,MUN,@BOU,T 2-2,9.35,90,1
45,Diogo Dalot,D,2,Apr 7,MUN,LIV,T 2-2,11.7,90,1
46,Diogo Dalot,D,2,Apr 4,MUN,@CHE,L 3-4,15.75,90,1
47,Diogo Dalot,D,2,Mar 30,MUN,@BRF,T 1-1,12.95,90,1
48,Diogo Dalot,D,2,Mar 9,MUN,EVE,W 2-0,16.3,90,1
49,Diogo Dalot,D,2,Mar 3,MUN,@MCI,L 1-3,9.8,90,1
50,Diogo Dalot,D,2,Feb 24,MUN,FUL,L 1-2,6.25,90,1
51,Diogo Dalot,D,2,Feb 18,MUN,@LUT,W 2-1,13.7,90,1
52,Diogo Dalot,D,2,Feb 11,MUN,@AVL,W 2-1,19.0,90,1
53,Diogo Dalot,D,2,Feb 4,MUN,WHU,W 3-0,16.0,90,1
54,Diogo Dalot,D,2,Feb 1,MUN,@WOL,W 4-3,5.2,90,1
55,Diogo Dalot,D,2,Jan 14,MUN,TOT,T 2-2,13.65,90,1
56,Diogo Dalot,D,2,Dec 30,MUN,@NOT,L 1-2,3.3,90,1
57,Diogo Dalot,D,2,Dec 26,MUN,AVL,W 3-2,12.2,90,1
58,Diogo Dalot,D,2,Dec 17,MUN,@LIV,T 0-0,15.1,88,1
59,Diogo Dalot,D,2,Dec 9,MUN,BOU,L 0-3,7.25,90,1
60,Diogo Dalot,D,2,Dec 6,MUN,CHE,W 2-1,9.1,90,1
61,Diogo Dalot,D,2,Dec 2,MUN,@NEW,L 0-1,8.9,90,1
62,Diogo Dalot,D,2,Nov 26,MUN,@EVE,W 3-0,28.7,90,1
63,Diogo Dalot,D,2,Nov 11,MUN,LUT,W 1-0,15.6,90,1
64,Diogo Dalot,D,2,Nov 4,MUN,@FUL,W 1-0,16.25,90,1
65,Diogo Dalot,D,2,Oct 29,MUN,MCI,L 0-3,5.55,90,1
66,Diogo Dalot,D,2,Oct 21,MUN,@SHU,W 2-1,19.6,90,1
67,Diogo Dalot,D,2,Oct 7,MUN,BRF,W 2-1,14.35,90,1
68,Diogo Dalot,D,2,Sep 30,MUN,CRY,L 0-1,10.25,90,1
69,Diogo Dalot,D,2,Sep 23,MUN,@BUR,W 1-0,15.2,90,1
