,player,position,position_id,date,team,opp,score,fpts,min,starts
0,Jordan Pickford,G,1,May 19,EVE,@ARS,L 1-2,7.5,90,1
1,Jordan Pickford,G,1,May 11,EVE,SHU,W 1-0,13.5,90,1
2,Jordan Pickford,G,1,May 3,EVE,@LUT,T 1-1,9.0,90,1
3,Jordan Pickford,G,1,Apr 27,EVE,BRF,W 1-0,19.5,90,1
4,Jordan Pickford,G,1,Apr 24,EVE,LIV,W 2-0,23.0,90,1
5,Jordan Pickford,G,1,Apr 21,EVE,NOT,W 2-0,17.5,90,1
6,Jordan Pickford,G,1,Apr 15,EVE,@CHE,L 0-6,7.0,90,1
7,Jordan Pickford,G,1,Apr 6,EVE,BUR,W 1-0,13.5,90,1
8,Jordan Pickford,G,1,Apr 2,EVE,@NEW,T 1-1,9.0,90,1
9,Jordan Pickford,G,1,Mar 30,EVE,@BOU,L 1-2,8.5,90,1
10,Jordan Pickford,G,1,Mar 9,EVE,@MUN,L 0-2,12.0,90,1
11,Jordan Pickford,G,1,Mar 2,EVE,WHU,L 1-3,3.0,90,1
12,Jordan Pickford,G,1,Feb 24,EVE,@BHA,T 1-1,12.0,90,1
13,Jordan Pickford,G,1,Feb 19,EVE,CRY,T 1-1,6.5,90,1
14,Jordan Pickford,G,1,Feb 10,EVE,@MCI,L 0-2,6.0,90,1
15,Jordan Pickford,G,1,Feb 3,EVE,TOT,T 2-2,9.0,90,1
16,Jordan Pickford,G,1,Jan 30,EVE,@FUL,T 0-0,20.0,90,1
17,Jordan Pickford,G,1,Jan 14,EVE,AVL,T 0-0,18.5,90,1
18,Jordan Pickford,G,1,Dec 30,EVE,@WOL,L 0-3,9.5,90,1
19,Jordan Pickford,G,1,Dec 27,EVE,MCI,L 1-3,10.0,90,1
20,Jordan Pickford,G,1,Dec 23,EVE,@TOT,L 1-2,8.5,90,1
21,Jordan Pickford,G,1,Dec 16,EVE,@BUR,W 2-0,15.0,90,1
22,Jordan Pickford,G,1,Dec 10,EVE,CHE,W 2-0,18.5,90,1
23,Jordan Pickford,G,1,Dec 7,EVE,NEW,W 3-0,16.5,90,1
24,Jordan Pickford,G,1,Dec 2,EVE,@NOT,W 1-0,15.0,90,1
25,Jordan Pickford,G,1,Nov 26,EVE,MUN,L 0-3,3.5,90,1
26,Jordan Pickford,G,1,Nov 11,EVE,@CRY,W 3-2,7.5,90,1
27,Jordan Pickford,G,1,Nov 4,EVE,BHA,T 1-1,8.0,90,1
28,Jordan Pickford,G,1,Oct 29,EVE,@WHU,W 1-0,13.5,90,1
29,Jordan Pickford,G,1,Oct 21,EVE,@LIV,L 0-2,9.5,90,1
30,Jordan Pickford,G,1,Oct 7,EVE,BOU,W 3-0,19.5,90,1
31,Jordan Pickford,G,1,Sep 30,EVE,LUT,L 1-2,2.5,90,1
32,Jordan Pickford,G,1,Sep 23,EVE,@BRF,W 3-1,5.0,90,1
33,Jordan Pickford,G,1,Sep 17,EVE,ARS,L 0-1,10.0,90,1
34,Jordan Pickford,G,1,Sep 2,EVE,@SHU,T 2-2,12.0,90,1
35,Jordan Pickford,G,1,Aug 26,EVE,WOL,L 0-1,6.0,90,1
36,Jordan Pickford,G,1,Aug 20,EVE,@AVL,L 0-4,4.0,90,1
37,Jordan Pickford,G,1,Aug 12,EVE,FUL,L 0-1,6.5,90,1
38,Seamus Coleman,D,2,May 19,EVE,@ARS,L 1-2,4.65,90,1
39,Seamus Coleman,D,2,May 11,EVE,SHU,W 1-0,17.75,90,1
40,Seamus Coleman,D,2,May 3,EVE,@LUT,T 1-1,1.95,22,0
41,Seamus Coleman,D,2,Apr 15,EVE,@CHE,L 0-6,3.25,45,1
42,Seamus Coleman,D,2,Apr 6,EVE,BUR,W 1-0,17.2,90,1
43,Seamus Coleman,D,2,Apr 2,EVE,@NEW,T 1-1,0.5,1,0
44,Seamus Coleman,D,2,Mar 30,EVE,@BOU,L 1-2,5.35,90,1
45,Seamus Coleman,D,2,Feb 10,EVE,@MCI,L 0-2,3.1,33,0
46,Seamus Coleman,D,2,Feb 3,EVE,TOT,T 2-2,1.75,14,0
47,Seamus Coleman,D,2,Jan 14,EVE,AVL,T 0-0,17.75,90,1
